DetalleID,VentaID,ProductoID,Cantidad,Precio unitario
18667,6224,12,5,249.96
18668,6225,6,3,122.71
18669,6225,5,8,163.29
18670,6225,5,8,275.53
18671,6225,12,9,261.52
18672,6226,4,1,115.25
18673,6226,6,1,282.83
18674,6226,3,8,67.83
18675,6226,4,8,18.65
18676,6227,2,4,20.87
18677,6227,3,10,268.51
18678,6228,9,6,87.8
18679,6228,9,9,27.15
18680,6228,9,6,128.42
18681,6228,10,5,105.25
18682,6229,1,4,115.84
18683,6229,12,9,167.53
18684,6230,11,5,105.77
18685,6231,8,4,63.17
18686,6232,12,4,15.23
18687,6233,7,6,287.78
18688,6233,6,1,170.43
18689,6233,11,4,261.61
18690,6234,1,5,188.6
18691,6234,8,1,134.18
18692,6234,6,4,282.54
18693,6235,11,3,254.97
18694,6235,6,7,269.87
18695,6236,1,9,108.9
18696,6236,5,1,114.57
18697,6236,3,9,231.93
18698,6237,12,5,261.56
18699,6237,12,10,141.13
18700,6237,8,5,147.07
18701,6237,4,8,21.71
18702,6238,7,10,184.7
18703,6238,7,3,278.39
18704,6238,12,1,26.17
18705,6239,12,4,197.71
18706,6239,7,8,285.21
18707,6240,3,8,131.54
18708,6241,11,10,19.73
18709,6241,9,8,282.04
18710,6241,12,2,260.48
18711,6242,6,1,283.48
18712,6242,6,5,270.25
18713,6243,6,4,192.39
18714,6243,4,7,206.13
18715,6243,9,10,90.05
18716,6243,1,2,32.26
18717,6244,11,10,198.45
18718,6244,2,2,182.1
18719,6245,3,5,147.01
18720,6245,6,9,74.83
18721,6245,8,2,265.46
18722,6246,5,9,242.81
18723,6246,8,3,278.62
18724,6246,1,2,31.4
18725,6246,9,1,67.48
18726,6247,5,1,92.72
18727,6247,4,9,221.1
18728,6247,5,1,77.86
18729,6248,11,9,238.85
18730,6248,4,4,63.42
18731,6248,6,7,168.36
18732,6249,12,1,39.3
18733,6249,4,4,233.6
18734,6249,1,8,218.31
18735,6250,10,6,117.46
18736,6250,5,8,187.13
18737,6250,4,1,228.13
18738,6251,4,1,176.76
18739,6251,1,5,58.84
18740,6252,8,4,159.93
18741,6253,3,2,30.34
18742,6253,1,3,196.21
18743,6253,7,5,163.6
18744,6254,3,6,49.17
18745,6255,8,9,84.62
18746,6255,1,5,239.11
18747,6255,12,3,267.64
18748,6255,12,2,176.92
18749,6255,9,10,85.71
18750,6256,9,10,236.87
18751,6256,4,6,231.54
18752,6256,12,5,213.88
18753,6257,7,5,144.1
18754,6258,5,10,84.16
18755,6259,3,4,237.43
18756,6259,1,3,165.27
18757,6259,10,7,211.52
18758,6259,12,9,145.46
18759,6259,12,10,37.53
18760,6260,1,10,296.35
18761,6260,5,3,222.5
18762,6260,7,2,110.18
18763,6261,5,6,240.0
18764,6261,5,4,106.26
18765,6261,10,2,263.58
18766,6261,2,2,136.73
18767,6262,8,10,107.11
18768,6262,6,5,245.57
18769,6263,12,5,101.66
18770,6263,4,6,294.51
18771,6264,6,6,247.47
18772,6265,4,9,77.4
18773,6266,11,6,274.55
18774,6267,8,7,283.65
18775,6267,9,5,81.09
18776,6268,2,4,220.84
18777,6268,9,2,155.35
18778,6268,5,10,117.9
18779,6268,6,9,67.23
18780,6269,4,3,27.57
18781,6269,3,5,164.1
18782,6269,8,8,119.02
18783,6270,2,5,199.36
18784,6270,6,10,112.16
18785,6270,2,4,198.74
18786,6271,8,9,204.23
18787,6272,1,3,239.33
18788,6272,10,3,295.26
18789,6272,3,3,284.14
18790,6272,2,2,183.22
18791,6273,5,6,287.81
18792,6273,12,5,236.73
18793,6274,8,1,119.06
18794,6274,6,1,120.86
18795,6274,5,8,146.2
18796,6274,11,10,199.37
18797,6275,7,8,203.01
18798,6275,12,5,94.55
18799,6275,1,9,26.44
18800,6275,6,2,98.65
18801,6276,2,4,239.89
18802,6276,11,2,211.16
18803,6276,9,8,277.99
18804,6277,12,10,259.71
18805,6277,12,6,140.81
18806,6277,1,8,43.31
18807,6277,4,9,247.03
18808,6278,2,9,147.91
18809,6278,6,9,42.46
18810,6278,10,8,99.69
18811,6278,8,8,225.98
18812,6278,5,10,98.73
18813,6279,9,1,60.57
18814,6279,2,4,217.3
18815,6279,1,7,297.31
18816,6280,2,9,224.31
18817,6281,1,3,52.78
18818,6281,9,2,190.5
18819,6282,4,3,276.88
18820,6282,5,6,136.55
18821,6282,2,10,278.07
18822,6282,4,9,268.46
18823,6283,11,3,235.15
18824,6283,7,8,246.32
18825,6283,6,7,78.31
18826,6283,8,6,244.23
18827,6283,8,7,126.09
18828,6284,10,4,46.06
18829,6284,8,4,48.33
18830,6284,3,2,58.76
18831,6284,3,1,148.91
18832,6284,9,3,26.71
18833,6285,11,8,203.93
18834,6285,10,8,211.29
18835,6285,2,6,182.52
18836,6286,5,9,105.55
18837,6286,8,3,95.72
18838,6287,12,10,249.17
18839,6287,9,7,172.96
18840,6288,8,10,298.85
18841,6288,9,2,50.2
18842,6288,11,9,221.83
18843,6289,12,8,115.34
18844,6289,3,9,183.54
18845,6289,11,4,204.76
18846,6290,8,1,290.27
18847,6290,6,10,283.38
18848,6291,3,7,57.41
18849,6291,8,5,66.97
18850,6292,2,9,177.07
18851,6293,10,6,162.96
18852,6293,10,3,139.85
18853,6294,7,4,26.47
18854,6294,8,4,145.92
18855,6294,10,1,144.67
18856,6294,7,1,184.43
18857,6294,11,2,179.1
18858,6295,11,3,144.8
18859,6295,7,4,25.67
18860,6295,12,6,120.32
18861,6295,2,9,25.64
18862,6295,4,8,131.42
18863,6296,3,10,256.32
18864,6296,1,6,39.18
18865,6296,4,8,97.35
18866,6296,9,4,87.06
18867,6296,7,10,45.4
18868,6297,9,10,237.42
18869,6298,4,7,157.6
18870,6299,4,7,297.99
18871,6299,4,5,265.36
18872,6300,7,3,279.31
18873,6300,4,2,257.42
18874,6300,5,3,59.86
18875,6301,3,10,61.65
18876,6301,10,8,197.61
18877,6301,6,4,286.66
18878,6302,10,2,278.37
18879,6303,12,2,200.9
18880,6303,12,7,258.74
18881,6303,10,10,161.89
18882,6304,4,5,248.04
18883,6304,8,3,284.59
18884,6304,12,7,135.07
18885,6304,4,5,261.26
18886,6304,2,9,177.55
18887,6305,5,10,137.77
18888,6305,12,9,260.34
18889,6305,3,4,35.34
18890,6305,3,8,15.67
18891,6305,10,3,145.51
18892,6306,1,2,63.23
18893,6307,3,6,155.8
18894,6307,2,9,257.57
18895,6308,4,9,214.54
18896,6308,6,4,36.29
18897,6308,3,10,47.19
18898,6309,11,8,280.63
18899,6309,12,4,158.57
18900,6309,5,2,117.98
18901,6309,9,7,287.58
18902,6310,1,7,62.92
18903,6311,6,5,200.0
18904,6312,9,10,196.86
18905,6312,5,5,186.19
18906,6312,1,3,160.06
18907,6312,10,5,85.48
18908,6313,5,3,28.14
18909,6314,9,6,278.29
18910,6315,8,10,115.97
18911,6315,1,6,266.95
18912,6316,10,7,124.57
18913,6317,7,7,176.44
18914,6317,9,3,159.92
18915,6318,6,8,228.86
18916,6318,11,2,279.13
18917,6318,10,10,18.74
18918,6319,12,6,78.97
18919,6319,7,3,47.82
18920,6319,5,1,127.92
18921,6319,10,10,252.46
18922,6319,9,5,139.86
18923,6320,4,1,183.75
18924,6321,2,9,155.57
18925,6322,9,10,111.11
18926,6323,4,3,163.95
18927,6324,10,10,56.18
18928,6324,2,6,120.3
18929,6325,11,8,11.16
18930,6325,2,8,215.32
18931,6325,6,5,138.11
18932,6326,11,1,82.24
18933,6326,5,3,62.19
18934,6327,4,1,191.87
18935,6327,5,3,105.14
18936,6327,7,9,114.7
18937,6327,10,6,91.85
18938,6327,10,2,277.2
18939,6328,9,5,71.94
18940,6328,8,6,149.54
18941,6328,9,4,162.67
18942,6329,10,2,82.53
18943,6330,9,4,157.85
18944,6330,1,2,66.49
18945,6330,5,8,61.68
18946,6330,3,6,258.13
18947,6331,5,2,241.48
18948,6331,3,2,172.61
18949,6331,7,4,254.9
18950,6331,2,2,225.86
18951,6331,10,7,158.18
18952,6332,7,10,224.65
18953,6332,4,1,242.16
18954,6332,9,6,147.83
18955,6332,9,2,201.09
18956,6333,2,6,242.79
18957,6333,7,5,288.06
18958,6333,11,2,132.25
18959,6334,2,5,144.5
18960,6334,3,2,161.33
18961,6335,11,4,81.03
18962,6335,5,4,19.6
18963,6335,7,5,152.5
18964,6335,8,4,45.55
18965,6336,2,4,257.08
18966,6337,8,5,106.55
18967,6337,1,6,98.61
18968,6337,6,6,36.11
18969,6337,1,1,31.94
18970,6337,12,4,240.28
18971,6338,10,10,35.69
18972,6338,2,4,127.33
18973,6339,7,7,27.02
18974,6340,9,8,103.72
18975,6340,3,6,33.73
18976,6340,11,3,46.66
18977,6341,8,7,188.44
18978,6341,11,8,267.45
18979,6342,12,3,39.53
18980,6343,8,2,78.82
18981,6344,2,10,129.64
18982,6344,11,7,90.99
18983,6345,1,6,260.85
18984,6345,1,1,192.94
18985,6345,4,6,180.34
18986,6345,11,10,94.09
18987,6346,8,2,186.33
18988,6346,5,10,245.09
18989,6347,3,9,24.94
18990,6347,11,9,177.71
18991,6348,1,4,61.7
18992,6348,1,5,199.43
18993,6349,4,5,161.24
18994,6349,12,7,54.45
18995,6350,4,3,10.35
18996,6350,7,6,81.93
18997,6351,1,6,234.64
18998,6352,2,1,209.42
18999,6352,4,7,158.79
19000,6352,5,8,273.23
19001,6352,7,5,298.88
19002,6352,2,4,118.39
19003,6353,5,3,151.33
19004,6353,9,10,186.38
19005,6353,4,3,237.24
19006,6353,12,1,110.63
19007,6353,2,3,165.47
19008,6354,5,10,62.03
19009,6354,12,7,143.74
19010,6354,2,7,159.74
19011,6354,1,5,271.17
19012,6354,6,4,95.63
19013,6355,4,7,200.69
19014,6355,9,7,101.65
19015,6355,11,8,195.31
19016,6355,5,9,202.37
19017,6356,9,8,60.47
19018,6356,4,7,242.99
19019,6356,1,7,33.23
19020,6356,4,6,135.49
19021,6356,12,1,239.34
19022,6357,7,8,91.87
19023,6357,4,10,291.01
19024,6357,12,4,46.15
19025,6357,9,4,180.86
19026,6357,11,5,210.21
19027,6358,12,1,148.09
19028,6358,1,4,248.18
19029,6358,2,4,285.22
19030,6359,12,8,246.83
19031,6359,12,3,33.36
19032,6359,7,9,219.62
19033,6360,4,4,190.03
19034,6360,2,3,214.88
19035,6361,4,7,91.57
19036,6361,6,3,167.69
19037,6361,5,2,34.63
19038,6361,1,5,225.19
19039,6361,2,1,159.49
19040,6362,1,7,200.42
19041,6362,11,2,38.52
19042,6362,9,8,177.21
19043,6362,5,3,176.42
19044,6363,11,3,79.7
19045,6363,9,1,287.48
19046,6363,10,4,226.62
19047,6363,9,10,180.27
19048,6363,3,5,72.27
19049,6364,5,4,49.4
19050,6364,7,2,86.63
19051,6364,6,10,71.46
19052,6365,1,8,76.52
19053,6365,7,7,40.76
19054,6365,11,4,58.52
19055,6366,5,2,196.75
19056,6366,9,7,207.18
19057,6366,10,5,134.7
19058,6366,10,10,167.71
19059,6367,5,3,207.26
19060,6367,11,9,127.96
19061,6367,5,4,187.46
19062,6367,10,7,26.7
19063,6368,12,8,191.19
19064,6368,4,2,139.89
19065,6369,5,10,252.73
19066,6369,12,4,175.49
19067,6369,11,10,105.41
19068,6369,10,4,62.42
19069,6369,6,4,175.01
19070,6370,4,2,149.05
19071,6370,1,5,290.55
19072,6370,10,6,198.83
19073,6370,7,5,161.36
19074,6371,3,10,118.98
19075,6371,8,10,64.29
19076,6371,11,1,37.62
19077,6371,2,10,218.34
19078,6371,6,10,49.11
19079,6372,10,3,194.03
19080,6372,12,10,269.8
19081,6372,5,2,44.78
19082,6372,2,7,167.06
19083,6373,8,2,243.46
19084,6374,10,9,197.05
19085,6374,6,3,117.06
19086,6374,3,4,51.82
19087,6375,5,2,104.36
19088,6375,2,1,162.2
19089,6375,11,6,289.05
19090,6375,5,5,38.12
19091,6376,11,10,77.12
19092,6376,5,10,206.94
19093,6376,4,5,217.87
19094,6376,7,10,125.82
19095,6376,10,4,274.79
19096,6377,3,1,279.83
19097,6377,12,10,192.32
19098,6377,1,10,26.53
19099,6377,7,2,140.81
19100,6378,5,4,26.29
19101,6378,8,1,119.57
19102,6378,12,8,53.55
19103,6378,1,4,169.08
19104,6379,6,6,144.62
19105,6379,9,7,97.45
19106,6380,6,8,187.91
19107,6381,2,2,295.19
19108,6381,9,10,272.38
19109,6381,11,7,296.01
19110,6381,5,10,33.5
19111,6382,3,4,239.74
19112,6382,2,2,52.16
19113,6382,1,6,170.08
19114,6382,12,9,88.92
19115,6383,9,1,187.3
19116,6384,12,9,263.78
19117,6384,10,8,138.24
19118,6385,1,1,98.42
19119,6385,5,1,297.82
19120,6385,12,2,14.9
19121,6386,10,10,251.57
19122,6386,5,10,292.01
19123,6386,12,1,229.35
19124,6387,12,6,280.26
19125,6387,8,1,209.32
19126,6387,11,9,99.82
19127,6388,5,9,173.88
19128,6388,1,2,236.33
19129,6388,7,5,257.59
19130,6389,3,4,129.86
19131,6389,11,7,254.01
19132,6389,3,9,168.41
19133,6389,8,10,181.63
19134,6390,9,5,254.36
19135,6390,1,3,232.01
19136,6391,6,3,195.75
19137,6392,2,4,222.2
19138,6393,4,5,42.4
19139,6393,4,10,103.29
19140,6393,8,1,22.3
19141,6393,7,5,116.1
19142,6393,5,5,88.34
19143,6394,10,5,295.68
19144,6394,10,8,72.44
19145,6395,8,2,273.01
19146,6395,6,1,50.47
19147,6395,4,2,23.95
19148,6395,10,9,45.97
19149,6396,7,1,76.98
19150,6396,9,8,87.33
19151,6396,12,5,45.53
19152,6397,5,5,186.43
19153,6397,11,3,61.76
19154,6397,7,1,177.7
19155,6397,5,8,144.94
19156,6397,9,1,299.94
19157,6398,11,3,174.27
19158,6399,4,9,298.84
19159,6400,1,10,135.32
19160,6400,6,2,207.21
19161,6400,12,1,162.62
19162,6400,1,3,283.18
19163,6401,7,8,52.12
19164,6401,10,3,249.92
19165,6402,5,1,207.2
19166,6402,2,10,89.6
19167,6402,1,6,163.68
19168,6402,4,6,281.05
19169,6402,12,6,188.17
19170,6403,12,1,266.82
19171,6404,6,10,129.82
19172,6404,10,6,263.21
19173,6405,8,7,278.75
19174,6405,3,1,33.47
19175,6405,10,2,91.49
19176,6405,9,7,274.92
19177,6405,8,1,196.81
19178,6406,6,10,264.02
19179,6406,12,6,119.84
19180,6406,11,8,268.11
19181,6407,1,7,220.91
19182,6408,5,3,173.47
19183,6409,10,6,151.68
19184,6410,10,4,265.96
19185,6410,11,10,175.31
19186,6411,11,2,118.51
19187,6412,12,3,119.74
19188,6412,7,7,78.67
19189,6412,7,10,23.62
19190,6412,10,9,261.72
19191,6413,6,5,190.17
19192,6413,9,7,90.17
19193,6414,7,3,120.07
19194,6414,4,5,181.52
19195,6414,6,6,181.81
19196,6415,7,3,14.4
19197,6415,9,2,138.61
19198,6415,9,3,277.72
19199,6415,4,2,212.94
19200,6415,10,3,269.33
19201,6416,2,8,146.11
19202,6416,2,9,180.26
19203,6416,1,2,126.05
19204,6417,12,6,204.05
19205,6417,8,1,245.06
19206,6417,6,9,245.75
19207,6417,8,9,254.47
19208,6417,8,3,225.98
19209,6418,6,1,212.34
19210,6418,6,10,215.46
19211,6418,8,3,163.56
19212,6418,2,8,264.05
19213,6418,1,6,200.24
19214,6419,6,8,28.13
19215,6419,10,9,299.04
19216,6420,5,4,282.56
19217,6420,8,9,286.51
19218,6421,2,3,289.37
19219,6421,3,1,195.72
19220,6421,6,5,62.2
19221,6422,2,1,67.74
19222,6422,3,6,251.97
19223,6422,2,8,110.34
19224,6422,3,4,296.25
19225,6423,6,2,276.49
19226,6423,7,2,192.67
19227,6423,4,5,31.22
19228,6424,4,1,119.52
19229,6425,10,4,51.17
19230,6426,11,7,166.33
19231,6426,9,3,114.28
19232,6426,3,7,195.04
19233,6426,7,8,294.34
19234,6426,9,5,53.63
19235,6427,3,5,267.57
19236,6427,1,6,156.37
19237,6427,6,6,87.95
19238,6427,4,1,55.44
19239,6428,2,7,68.17
19240,6428,2,7,74.31
19241,6428,9,8,293.96
19242,6428,7,5,289.8
19243,6429,2,7,241.19
19244,6429,1,8,46.63
19245,6429,1,7,41.97
19246,6430,8,6,142.57
19247,6430,11,6,291.85
19248,6430,10,8,30.92
19249,6430,11,8,220.66
19250,6431,3,9,285.34
19251,6431,7,5,252.03
19252,6431,7,6,234.62
19253,6431,6,10,25.99
19254,6432,8,4,174.36
19255,6432,6,3,99.61
19256,6432,9,5,191.63
19257,6432,2,1,43.34
19258,6432,6,5,288.04
19259,6433,12,9,21.94
19260,6433,10,7,60.41
19261,6433,6,4,212.28
19262,6433,1,2,39.85
19263,6434,6,1,271.53
19264,6434,8,6,183.59
19265,6435,7,3,200.87
19266,6435,7,6,258.17
19267,6435,9,4,124.82
19268,6436,7,7,75.16
19269,6436,1,1,134.51
19270,6436,3,1,139.78
19271,6436,11,2,84.62
19272,6436,1,2,125.43
19273,6437,3,5,188.45
19274,6437,8,7,130.12
19275,6437,5,3,21.82
19276,6437,9,9,131.39
19277,6438,12,8,210.46
19278,6439,1,5,283.65
19279,6439,1,6,147.93
19280,6439,10,1,156.97
19281,6439,7,10,229.71
19282,6440,1,6,270.69
19283,6440,3,4,124.85
19284,6441,4,8,158.65
19285,6441,11,6,256.31
19286,6441,4,5,280.48
19287,6441,12,7,244.98
19288,6442,3,10,233.2
19289,6442,11,9,141.44
19290,6442,8,9,159.99
19291,6442,9,7,188.42
19292,6443,11,4,207.57
19293,6443,4,2,108.42
19294,6443,12,4,71.56
19295,6443,11,8,87.89
19296,6444,8,8,131.92
19297,6444,12,4,12.37
19298,6445,8,4,219.56
19299,6445,11,10,216.94
19300,6445,6,2,238.15
19301,6445,10,4,90.04
19302,6445,8,4,165.57
19303,6446,6,1,98.15
19304,6446,5,8,147.94
19305,6447,5,2,70.7
19306,6447,2,8,38.71
19307,6447,12,3,299.73
19308,6447,4,4,276.63
19309,6447,11,5,190.49
19310,6448,11,8,127.39
19311,6448,6,3,112.17
19312,6449,2,1,76.08
19313,6449,5,2,71.49
19314,6449,4,6,68.01
19315,6449,1,2,63.62
19316,6450,4,8,132.37
19317,6450,9,9,10.64
19318,6451,4,7,103.6
19319,6451,8,7,167.43
19320,6451,11,5,48.91
19321,6451,9,3,236.66
19322,6451,1,3,173.29
19323,6452,4,10,128.3
19324,6452,1,9,183.16
19325,6452,12,6,87.64
19326,6452,10,8,187.3
19327,6452,2,6,262.69
19328,6453,11,10,201.14
19329,6453,5,8,185.43
19330,6454,8,8,74.57
19331,6455,2,10,181.1
19332,6455,8,5,122.82
19333,6455,5,10,227.3
19334,6455,5,9,167.33
19335,6455,2,4,125.47
19336,6456,9,1,187.51
19337,6456,1,9,193.55
19338,6457,7,7,90.29
19339,6457,5,3,107.23
19340,6457,9,8,244.34
19341,6458,9,6,103.07
19342,6458,5,9,47.29
19343,6459,5,7,15.95
19344,6459,9,10,249.42
19345,6460,2,4,95.87
19346,6460,5,1,190.09
19347,6461,6,2,101.96
19348,6462,11,1,53.33
19349,6462,9,3,109.15
19350,6463,10,6,120.79
19351,6463,10,10,119.56
19352,6463,3,10,203.04
19353,6463,7,5,279.32
19354,6463,12,8,22.11
19355,6464,10,7,206.02
19356,6464,5,4,287.93
19357,6465,4,4,68.7
19358,6466,9,4,185.47
19359,6467,5,8,268.3
19360,6467,12,3,262.22
19361,6468,6,9,159.07
19362,6469,1,7,237.75
19363,6469,2,2,194.23
19364,6469,2,9,165.29
19365,6470,6,6,151.81
19366,6470,8,10,156.63
19367,6470,4,2,33.86
19368,6470,12,10,137.32
19369,6470,12,7,120.42
19370,6471,3,7,225.99
19371,6471,5,9,220.17
19372,6471,3,10,151.7
19373,6472,5,1,99.74
19374,6472,9,5,29.1
19375,6473,4,6,214.59
19376,6473,2,9,157.13
19377,6473,1,5,151.32
19378,6473,7,4,82.92
19379,6474,5,3,24.12
19380,6475,12,8,32.9
19381,6476,3,6,294.3
19382,6477,7,2,27.7
19383,6477,2,6,22.91
19384,6477,11,8,69.13
19385,6478,2,6,121.71
19386,6478,3,8,190.68
19387,6479,5,3,34.31
19388,6480,12,6,235.25
19389,6480,1,7,217.17
19390,6480,9,4,178.95
19391,6481,9,6,135.86
19392,6481,11,4,259.07
19393,6481,4,1,130.74
19394,6481,1,2,222.68
19395,6482,6,2,217.7
19396,6482,4,6,23.71
19397,6482,2,5,201.36
19398,6482,5,7,285.87
19399,6482,10,3,260.66
19400,6483,5,4,134.17
19401,6484,10,7,50.21
19402,6484,5,2,285.78
19403,6484,7,6,118.58
19404,6484,7,2,237.54
19405,6485,11,1,228.83
19406,6485,10,7,210.78
19407,6485,5,5,242.6
19408,6485,12,3,40.08
19409,6486,7,2,228.48
19410,6486,6,8,26.96
19411,6486,5,2,110.89
19412,6486,10,10,138.79
19413,6487,12,10,109.25
19414,6487,11,9,36.52
19415,6487,4,9,292.42
19416,6488,3,3,258.34
19417,6488,12,9,97.34
19418,6488,7,4,208.85
19419,6488,1,7,243.95
19420,6488,12,1,231.65
19421,6489,8,6,213.4
19422,6489,8,1,38.19
19423,6489,3,7,233.66
19424,6490,2,6,131.17
19425,6490,11,3,194.79
19426,6490,9,8,266.26
19427,6490,4,10,260.29
19428,6490,1,4,132.58
19429,6491,12,9,237.86
19430,6491,8,10,281.3
19431,6491,3,10,208.02
19432,6492,7,8,299.36
19433,6493,3,5,21.8
19434,6493,4,4,242.59
19435,6493,1,2,104.28
19436,6493,10,5,272.81
19437,6494,4,9,21.5
19438,6494,5,7,51.08
19439,6494,11,8,281.63
19440,6494,11,1,82.25
19441,6494,3,6,242.41
19442,6495,3,8,284.42
19443,6495,12,1,96.15
19444,6495,1,1,41.83
19445,6496,12,5,104.04
19446,6497,11,1,160.45
19447,6497,3,2,165.03
19448,6497,1,7,71.18
19449,6497,6,10,290.05
19450,6497,6,2,175.53
19451,6498,11,4,59.77
19452,6498,3,2,36.68
19453,6498,11,2,214.53
19454,6498,4,4,60.33
19455,6498,7,10,97.34
19456,6499,4,1,163.72
19457,6499,12,5,47.96
19458,6500,2,3,50.82
19459,6500,9,3,269.65
19460,6500,7,6,136.0
19461,6500,12,9,169.99
19462,6501,4,8,220.3
19463,6501,7,5,75.2
19464,6501,9,4,14.58
19465,6501,3,5,89.17
19466,6502,5,8,278.91
19467,6502,6,7,15.51
19468,6502,7,4,111.88
19469,6502,4,2,298.91
19470,6502,8,7,289.53
19471,6503,8,2,202.11
19472,6503,1,2,99.27
19473,6503,7,7,74.79
19474,6503,5,3,217.32
19475,6503,2,3,144.31
19476,6504,3,5,34.34
19477,6504,11,8,223.89
19478,6505,3,3,260.74
19479,6505,11,9,263.98
19480,6506,6,7,81.88
19481,6506,9,1,35.34
19482,6506,2,1,131.06
19483,6506,3,4,269.95
19484,6507,12,9,178.9
19485,6507,7,3,231.06
19486,6507,2,6,221.22
19487,6507,11,6,281.38
19488,6507,4,9,142.22
19489,6508,5,7,222.22
19490,6509,12,9,73.71
19491,6509,12,7,98.42
19492,6509,3,5,149.04
19493,6509,11,7,95.9
19494,6510,7,7,109.92
19495,6510,5,7,76.45
19496,6510,6,2,275.45
19497,6511,6,4,245.44
19498,6511,2,5,147.94
19499,6511,3,2,28.93
19500,6512,9,8,169.95
19501,6512,11,3,298.41
19502,6512,1,8,114.15
19503,6513,5,8,65.44
19504,6513,4,1,190.21
19505,6513,5,9,141.67
19506,6514,5,4,113.22
19507,6514,9,6,146.19
19508,6515,10,5,258.78
19509,6515,4,6,280.65
19510,6515,10,7,119.28
19511,6516,5,5,236.68
19512,6516,11,8,45.13
19513,6517,4,3,262.28
19514,6518,7,2,68.09
19515,6518,5,1,216.6
19516,6518,10,8,140.95
19517,6519,11,4,187.58
19518,6519,2,2,288.29
19519,6520,5,3,108.58
19520,6520,9,8,132.07
19521,6521,3,9,43.62
19522,6521,1,8,153.39
19523,6521,6,1,48.38
19524,6521,11,5,142.03
19525,6521,7,3,159.06
19526,6522,6,9,26.74
19527,6523,5,6,239.0
19528,6524,12,7,78.52
19529,6525,1,3,228.79
19530,6526,1,7,80.73
19531,6527,10,1,294.61
19532,6527,10,9,205.31
19533,6527,12,8,297.39
19534,6527,3,2,118.83
19535,6527,12,2,175.53
19536,6528,8,9,110.67
19537,6528,1,6,260.66
19538,6529,1,1,64.64
19539,6529,8,1,78.59
19540,6530,7,5,172.17
19541,6531,7,3,242.08
19542,6531,8,6,196.5
19543,6531,3,6,104.44
19544,6531,2,2,45.95
19545,6531,7,5,57.84
19546,6532,3,6,13.02
19547,6532,10,9,91.74
19548,6532,7,6,266.86
19549,6532,5,7,18.72
19550,6533,2,7,23.7
19551,6534,4,6,76.2
19552,6534,10,9,287.75
19553,6534,2,3,29.18
19554,6535,9,2,101.0
19555,6535,10,10,211.3
19556,6535,11,5,197.01
19557,6535,12,6,84.77
19558,6535,7,10,90.22
19559,6536,6,7,17.24
19560,6536,5,6,143.12
19561,6536,9,7,15.94
19562,6536,11,8,260.52
19563,6536,7,5,231.26
19564,6537,4,8,276.94
19565,6537,5,8,209.85
19566,6537,2,8,132.16
19567,6538,1,10,14.24
19568,6538,1,8,260.87
19569,6538,12,10,118.02
19570,6538,12,3,47.55
19571,6538,7,5,72.74
19572,6539,5,5,232.77
19573,6540,2,1,199.71
19574,6540,1,2,283.32
19575,6541,6,2,256.46
19576,6541,7,9,56.05
19577,6542,11,3,18.15
19578,6542,8,2,193.09
19579,6543,4,2,125.93
19580,6543,4,4,91.54
19581,6543,9,4,228.59
19582,6544,7,5,163.63
19583,6544,6,2,151.49
19584,6544,7,7,174.82
19585,6544,10,9,240.56
19586,6545,9,5,273.1
19587,6545,2,2,271.07
19588,6545,8,9,191.71
19589,6546,6,1,123.56
19590,6546,7,3,126.18
19591,6546,3,8,114.95
19592,6546,1,6,116.51
19593,6547,8,6,102.89
19594,6547,1,1,273.99
19595,6548,4,2,143.09
19596,6548,1,6,207.57
19597,6548,6,5,206.76
19598,6548,11,9,298.18
19599,6549,9,8,102.1
19600,6550,4,7,17.72
19601,6550,1,6,249.78
19602,6550,10,4,214.84
19603,6550,6,8,94.45
19604,6550,4,7,26.05
19605,6551,5,2,279.48
19606,6551,3,8,271.14
19607,6551,2,7,262.5
19608,6551,10,7,243.92
19609,6551,9,3,103.82
19610,6552,7,10,157.48
19611,6552,10,10,281.0
19612,6553,3,3,31.21
19613,6554,10,10,44.62
19614,6554,1,5,198.79
19615,6554,7,4,36.07
19616,6554,12,9,52.95
19617,6554,2,3,205.46
19618,6555,1,9,206.56
19619,6555,11,5,213.99
19620,6555,8,5,229.34
19621,6555,2,10,208.8
19622,6555,3,5,237.04
19623,6556,4,1,48.89
19624,6556,11,10,120.05
19625,6556,8,2,211.98
19626,6556,12,7,251.28
19627,6556,8,3,89.58
19628,6557,5,1,262.69
19629,6558,9,6,140.6
19630,6558,8,8,221.08
19631,6559,12,9,260.2
19632,6560,7,2,74.64
19633,6560,11,2,60.7
19634,6560,9,7,189.9
19635,6560,1,6,167.33
19636,6561,7,10,150.21
19637,6561,8,4,146.41
19638,6561,1,9,119.33
19639,6561,8,8,203.08
19640,6562,11,6,60.14
19641,6563,1,3,167.18
19642,6563,10,3,113.74
19643,6564,1,3,74.02
19644,6564,7,1,244.94
19645,6564,11,1,237.56
19646,6564,1,5,274.6
19647,6565,11,3,202.26
19648,6565,1,7,118.6
19649,6565,1,8,70.1
19650,6566,5,5,210.41
19651,6567,9,5,228.14
19652,6567,1,2,36.7
19653,6567,10,2,135.32
19654,6568,10,4,287.96
19655,6568,9,1,255.75
19656,6569,1,8,274.53
19657,6569,2,7,53.69
19658,6569,10,5,71.11
19659,6569,3,8,260.4
19660,6569,11,10,120.67
19661,6570,12,1,129.34
19662,6570,10,5,159.54
19663,6570,2,6,152.98
