VentaID,ClienteID,Fecha de venta,Total de venta,Método de pago,Estado de entrega
5863,351,2023-01-23,485.88,Tarjeta de crédito,Entregado
5864,367,2023-10-10,287.46,Efectivo,Cancelado
5865,722,2023-04-28,67.57,Transferencia,Cancelado
5866,210,2024-06-06,298.8,Tarjeta de crédito,Entregado
5867,260,2023-05-15,455.24,Transferencia,Pendiente
5868,348,2024-10-08,347.69,Transferencia,Pendiente
5869,927,2023-05-23,23.97,Efectivo,Pendiente
5870,706,2023-11-16,220.49,Transferencia,Entregado
5871,359,2022-12-15,411.99,Transferencia,Entregado
5872,242,2024-10-08,167.88,Efectivo,Pendiente
5873,975,2023-05-23,413.65,Efectivo,Cancelado
5874,963,2023-12-25,388.19,Efectivo,Entregado
5875,276,2023-04-25,293.94,Tarjeta de crédito,Cancelado
5876,230,2022-11-21,492.73,Transferencia,Cancelado
5877,636,2024-07-09,292.42,Tarjeta de crédito,Cancelado
5878,707,2024-09-15,337.56,Transferencia,Cancelado
5879,409,2023-01-31,291.4,Efectivo,Cancelado
5880,481,2023-12-07,330.11,Transferencia,Entregado
5881,946,2023-03-13,436.99,Transferencia,Entregado
5882,416,2023-02-04,24.58,Transferencia,Entregado
5883,516,2023-06-24,188.14,Efectivo,Entregado
5884,475,2022-11-21,448.59,Efectivo,Cancelado
5885,931,2023-11-20,154.41,Tarjeta de crédito,Entregado
5886,883,2023-12-10,142.38,Transferencia,Cancelado
5887,289,2024-08-23,405.8,Transferencia,Pendiente
5888,766,2023-08-12,259.98,Transferencia,Cancelado
5889,341,2024-01-25,138.87,Transferencia,Cancelado
5890,162,2023-07-27,68.2,Tarjeta de crédito,Pendiente
5891,201,2023-09-07,60.93,Tarjeta de crédito,Cancelado
5892,897,2023-01-25,421.94,Efectivo,Pendiente
5893,686,2024-06-07,174.06,Transferencia,Pendiente
5894,287,2023-06-08,259.88,Efectivo,Cancelado
5895,663,2022-11-28,348.25,Transferencia,Entregado
5896,727,2023-05-02,356.31,Transferencia,Pendiente
5897,569,2024-08-30,121.87,Efectivo,Cancelado
5898,610,2024-05-31,310.34,Efectivo,Entregado
5899,552,2023-06-08,352.85,Tarjeta de crédito,Pendiente
5900,59,2023-07-05,450.34,Efectivo,Cancelado
5901,250,2024-05-16,291.75,Tarjeta de crédito,Entregado
5902,637,2023-04-10,100.72,Tarjeta de crédito,Pendiente
5903,941,2024-06-07,255.95,Tarjeta de crédito,Cancelado
5904,843,2024-09-30,386.19,Efectivo,Entregado
5905,750,2023-02-16,424.67,Efectivo,Pendiente
5906,706,2024-08-31,105.33,Tarjeta de crédito,Pendiente
5907,927,2022-10-13,103.16,Transferencia,Cancelado
5908,215,2023-08-15,156.3,Tarjeta de crédito,Entregado
5909,747,2023-04-22,420.72,Tarjeta de crédito,Entregado
5910,870,2023-12-12,242.73,Efectivo,Cancelado
5911,373,2023-03-26,30.41,Efectivo,Pendiente
5912,397,2024-02-15,146.56,Efectivo,Entregado
5913,666,2023-06-01,488.51,Tarjeta de crédito,Cancelado
5914,296,2024-02-08,176.09,Tarjeta de crédito,Entregado
5915,276,2023-09-16,75.33,Efectivo,Pendiente
5916,927,2023-03-30,233.25,Efectivo,Cancelado
5917,326,2024-01-12,471.51,Transferencia,Pendiente
5918,72,2022-11-29,79.61,Efectivo,Pendiente
5919,159,2023-01-21,343.01,Efectivo,Cancelado
5920,786,2023-07-20,231.72,Tarjeta de crédito,Entregado
5921,789,2023-07-24,411.72,Efectivo,Entregado
5922,814,2022-12-20,337.37,Tarjeta de crédito,Cancelado
5923,73,2022-10-19,98.77,Transferencia,Cancelado
5924,867,2023-08-19,61.16,Efectivo,Pendiente
5925,588,2023-10-22,477.27,Efectivo,Entregado
5926,176,2024-03-27,445.46,Efectivo,Entregado
5927,966,2023-03-20,497.94,Tarjeta de crédito,Pendiente
5928,731,2023-10-29,368.92,Transferencia,Cancelado
5929,169,2023-07-16,115.36,Tarjeta de crédito,Cancelado
5930,154,2023-06-15,340.45,Transferencia,Cancelado
5931,96,2024-01-17,414.07,Tarjeta de crédito,Entregado
5932,407,2024-07-20,355.29,Tarjeta de crédito,Entregado
5933,831,2023-11-27,28.04,Efectivo,Entregado
5934,65,2023-03-19,359.6,Tarjeta de crédito,Entregado
5935,860,2023-03-23,47.03,Tarjeta de crédito,Entregado
5936,661,2023-11-21,247.66,Tarjeta de crédito,Entregado
5937,146,2023-12-08,476.48,Efectivo,Cancelado
5938,62,2024-06-02,161.09,Tarjeta de crédito,Cancelado
5939,184,2023-02-04,360.29,Transferencia,Cancelado
5940,742,2023-11-23,96.47,Transferencia,Entregado
5941,937,2023-07-26,160.3,Transferencia,Entregado
5942,402,2023-06-12,137.23,Tarjeta de crédito,Cancelado
5943,379,2024-01-25,375.45,Tarjeta de crédito,Cancelado
5944,24,2024-05-26,444.8,Transferencia,Pendiente
5945,341,2023-04-07,284.48,Efectivo,Entregado
5946,524,2023-03-05,470.56,Efectivo,Entregado
5947,505,2023-11-17,374.67,Efectivo,Cancelado
5948,747,2024-06-05,483.75,Transferencia,Entregado
5949,831,2023-09-03,221.88,Efectivo,Cancelado
5950,901,2024-09-18,466.1,Efectivo,Pendiente
5951,720,2024-08-05,180.25,Efectivo,Pendiente
5952,764,2023-11-08,421.01,Efectivo,Pendiente
5953,849,2023-03-05,211.52,Transferencia,Pendiente
5954,392,2023-07-29,396.55,Efectivo,Pendiente
5955,89,2024-04-11,151.04,Efectivo,Cancelado
5956,982,2022-12-11,153.51,Transferencia,Cancelado
5957,731,2023-11-15,37.4,Efectivo,Pendiente
5958,153,2024-05-09,211.83,Transferencia,Entregado
5959,29,2023-07-13,203.43,Transferencia,Cancelado
5960,376,2024-02-04,344.07,Efectivo,Cancelado
5961,250,2023-06-18,89.06,Efectivo,Cancelado
5962,714,2023-07-27,466.99,Transferencia,Cancelado
5963,252,2024-08-06,102.96,Efectivo,Cancelado
5964,227,2023-01-20,147.18,Tarjeta de crédito,Pendiente
5965,496,2023-05-02,150.01,Efectivo,Entregado
5966,594,2022-12-22,168.99,Tarjeta de crédito,Pendiente
5967,700,2023-06-17,265.8,Transferencia,Cancelado
5968,859,2023-05-14,472.9,Transferencia,Entregado
5969,64,2023-04-16,336.23,Transferencia,Entregado
5970,822,2024-08-19,171.46,Transferencia,Pendiente
5971,820,2023-04-10,420.45,Transferencia,Entregado
5972,749,2024-03-17,207.25,Transferencia,Entregado
5973,545,2024-05-22,148.49,Tarjeta de crédito,Entregado
5974,992,2023-05-21,416.75,Transferencia,Entregado
5975,380,2023-09-02,341.48,Tarjeta de crédito,Entregado
5976,93,2024-06-28,447.69,Transferencia,Cancelado
5977,670,2024-07-08,493.81,Efectivo,Entregado
5978,119,2023-01-25,270.72,Efectivo,Entregado
5979,496,2024-02-06,186.44,Transferencia,Entregado
5980,861,2024-07-29,211.56,Transferencia,Pendiente
5981,278,2024-02-18,142.79,Tarjeta de crédito,Cancelado
5982,906,2023-08-26,365.47,Tarjeta de crédito,Pendiente
5983,333,2022-11-24,365.0,Efectivo,Cancelado
5984,975,2024-03-21,367.94,Efectivo,Entregado
5985,87,2024-08-19,221.26,Tarjeta de crédito,Entregado
5986,222,2024-06-09,181.59,Efectivo,Entregado
5987,823,2023-09-06,482.57,Transferencia,Pendiente
5988,718,2022-10-28,170.82,Transferencia,Entregado
5989,639,2024-09-02,253.14,Tarjeta de crédito,Pendiente
5990,55,2022-10-16,283.81,Efectivo,Cancelado
5991,257,2024-05-23,492.6,Transferencia,Pendiente
5992,802,2024-07-16,457.1,Transferencia,Cancelado
5993,367,2023-07-17,149.48,Efectivo,Cancelado
5994,230,2024-06-14,352.89,Efectivo,Cancelado
5995,208,2024-07-07,55.47,Efectivo,Cancelado
5996,846,2023-08-10,288.6,Tarjeta de crédito,Cancelado
5997,621,2024-09-26,459.8,Efectivo,Entregado
5998,603,2024-08-07,330.12,Tarjeta de crédito,Pendiente
5999,124,2023-05-13,49.0,Tarjeta de crédito,Entregado
6000,540,2023-04-21,334.02,Transferencia,Entregado
6001,915,2022-12-24,420.46,Transferencia,Pendiente
6002,148,2024-03-23,154.97,Tarjeta de crédito,Cancelado
6003,379,2023-03-24,255.71,Transferencia,Cancelado
6004,345,2023-12-30,435.7,Efectivo,Pendiente
6005,406,2022-12-12,45.3,Efectivo,Cancelado
6006,780,2023-12-01,391.3,Tarjeta de crédito,Entregado
6007,26,2023-03-31,458.43,Transferencia,Entregado
6008,661,2023-04-16,196.89,Transferencia,Entregado
6009,399,2024-01-24,419.11,Efectivo,Pendiente
6010,958,2023-02-21,40.06,Efectivo,Pendiente
6011,673,2024-04-08,91.56,Efectivo,Pendiente
6012,92,2023-12-10,317.85,Tarjeta de crédito,Cancelado
6013,659,2023-06-02,224.75,Transferencia,Cancelado
6014,211,2024-02-13,230.27,Tarjeta de crédito,Entregado
6015,334,2024-03-02,202.91,Efectivo,Entregado
6016,339,2024-02-06,65.52,Tarjeta de crédito,Cancelado
6017,576,2024-08-11,100.36,Transferencia,Pendiente
6018,205,2024-02-12,310.62,Tarjeta de crédito,Pendiente
6019,663,2024-03-13,20.1,Efectivo,Cancelado
6020,16,2024-04-18,406.98,Tarjeta de crédito,Entregado
6021,795,2023-01-18,330.8,Tarjeta de crédito,Pendiente
6022,168,2023-01-06,69.62,Efectivo,Pendiente
6023,897,2024-01-25,443.37,Efectivo,Entregado
6024,650,2023-10-27,47.2,Tarjeta de crédito,Pendiente
6025,194,2024-04-15,479.52,Transferencia,Cancelado
6026,845,2022-10-29,457.47,Efectivo,Entregado
6027,955,2024-04-28,91.74,Tarjeta de crédito,Cancelado
6028,280,2024-07-15,27.9,Transferencia,Entregado
6029,34,2022-12-25,202.25,Transferencia,Pendiente
6030,641,2023-12-14,162.69,Efectivo,Entregado
6031,253,2024-08-10,265.33,Transferencia,Entregado
6032,41,2024-04-25,407.55,Tarjeta de crédito,Cancelado
6033,632,2024-07-10,411.94,Transferencia,Cancelado
6034,510,2023-10-28,208.65,Transferencia,Cancelado
6035,457,2023-09-12,90.79,Efectivo,Cancelado
6036,824,2024-05-31,418.89,Tarjeta de crédito,Pendiente
6037,832,2024-03-18,249.65,Transferencia,Cancelado
6038,818,2023-08-29,57.6,Transferencia,Pendiente
6039,797,2023-12-29,320.01,Efectivo,Entregado
6040,427,2023-03-03,273.77,Efectivo,Entregado
6041,408,2023-03-26,247.9,Tarjeta de crédito,Pendiente
6042,866,2023-10-20,495.87,Transferencia,Pendiente
6043,841,2023-09-28,250.92,Efectivo,Entregado
6044,44,2023-03-26,407.14,Efectivo,Cancelado
6045,801,2022-12-25,412.39,Tarjeta de crédito,Cancelado
6046,626,2024-06-02,399.1,Transferencia,Pendiente
6047,643,2022-12-29,408.86,Transferencia,Cancelado
6048,758,2022-11-18,492.33,Transferencia,Cancelado
6049,913,2024-05-21,43.4,Transferencia,Entregado
6050,669,2023-03-02,456.46,Transferencia,Entregado
6051,661,2024-05-07,132.82,Efectivo,Pendiente
6052,422,2022-11-16,256.96,Transferencia,Cancelado
6053,711,2023-04-22,399.92,Tarjeta de crédito,Pendiente
6054,2,2023-11-25,213.97,Efectivo,Entregado
6055,812,2023-08-11,271.93,Efectivo,Cancelado
6056,664,2023-03-02,198.45,Efectivo,Cancelado
6057,688,2022-12-10,297.06,Tarjeta de crédito,Entregado
6058,882,2024-01-12,486.79,Tarjeta de crédito,Cancelado
6059,544,2023-09-26,454.45,Transferencia,Cancelado
6060,953,2024-04-10,156.94,Tarjeta de crédito,Pendiente
6061,436,2023-04-11,331.51,Transferencia,Pendiente
6062,891,2022-12-18,356.04,Transferencia,Entregado
6063,574,2022-11-16,376.59,Efectivo,Cancelado
6064,73,2023-10-18,316.32,Tarjeta de crédito,Cancelado
6065,116,2022-12-10,21.35,Transferencia,Entregado
6066,188,2023-04-14,152.26,Efectivo,Pendiente
6067,744,2024-08-16,325.72,Tarjeta de crédito,Entregado
6068,61,2023-08-21,280.9,Tarjeta de crédito,Pendiente
6069,321,2023-01-17,37.21,Efectivo,Cancelado
6070,350,2024-03-15,410.27,Tarjeta de crédito,Pendiente
6071,397,2022-10-24,187.48,Tarjeta de crédito,Cancelado
6072,36,2024-09-09,40.28,Transferencia,Pendiente
6073,872,2024-01-14,276.18,Efectivo,Entregado
6074,417,2024-06-24,21.11,Transferencia,Cancelado
6075,356,2023-06-05,125.13,Tarjeta de crédito,Entregado
6076,357,2023-07-06,48.05,Transferencia,Entregado
6077,483,2023-07-13,466.96,Tarjeta de crédito,Entregado
6078,970,2022-12-22,244.53,Efectivo,Pendiente
6079,129,2023-08-08,390.65,Efectivo,Cancelado
6080,986,2024-04-27,186.54,Efectivo,Cancelado
6081,63,2022-12-31,398.13,Tarjeta de crédito,Cancelado
6082,964,2024-04-21,112.06,Transferencia,Cancelado
6083,824,2024-09-14,111.8,Tarjeta de crédito,Pendiente
6084,818,2024-06-23,186.31,Transferencia,Entregado
6085,878,2023-11-15,470.84,Tarjeta de crédito,Cancelado
6086,466,2023-03-18,189.37,Efectivo,Entregado
6087,64,2023-01-21,319.67,Efectivo,Pendiente
6088,462,2023-08-31,83.62,Efectivo,Entregado
6089,446,2024-08-02,393.82,Efectivo,Cancelado
6090,694,2024-01-26,125.29,Efectivo,Pendiente
6091,379,2024-07-21,135.2,Transferencia,Cancelado
6092,783,2023-03-15,136.2,Transferencia,Entregado
6093,79,2023-11-11,275.87,Transferencia,Pendiente
6094,521,2024-08-25,48.14,Efectivo,Pendiente
6095,942,2023-07-16,427.68,Transferencia,Pendiente
6096,722,2024-02-27,28.82,Efectivo,Entregado
6097,340,2023-11-26,314.91,Tarjeta de crédito,Entregado
6098,456,2023-01-19,408.76,Tarjeta de crédito,Cancelado
6099,496,2024-08-25,139.17,Tarjeta de crédito,Cancelado
6100,458,2023-05-26,439.07,Efectivo,Pendiente
6101,172,2023-07-08,383.8,Transferencia,Cancelado
6102,453,2023-08-13,314.18,Transferencia,Entregado
6103,946,2023-04-01,385.44,Efectivo,Cancelado
6104,145,2023-03-21,121.1,Efectivo,Entregado
6105,712,2024-06-04,65.93,Transferencia,Pendiente
6106,648,2023-11-16,470.29,Efectivo,Pendiente
6107,846,2023-07-20,428.5,Tarjeta de crédito,Cancelado
6108,769,2024-04-09,211.11,Efectivo,Pendiente
6109,825,2023-07-27,96.37,Transferencia,Cancelado
6110,483,2023-07-19,258.42,Efectivo,Entregado
6111,925,2023-03-12,40.35,Efectivo,Cancelado
6112,183,2024-01-13,328.33,Tarjeta de crédito,Cancelado
6113,555,2023-09-08,150.28,Efectivo,Entregado
6114,203,2024-09-22,283.83,Transferencia,Cancelado
6115,9,2024-03-02,147.99,Tarjeta de crédito,Pendiente
6116,979,2024-08-30,332.38,Transferencia,Pendiente
6117,725,2023-07-24,462.36,Tarjeta de crédito,Pendiente
6118,422,2023-01-03,105.39,Efectivo,Cancelado
6119,91,2023-11-17,169.51,Tarjeta de crédito,Entregado
6120,776,2023-07-17,285.24,Efectivo,Entregado
6121,863,2023-04-23,190.82,Transferencia,Entregado
6122,461,2023-01-10,451.09,Transferencia,Entregado
6123,97,2024-04-10,256.52,Transferencia,Cancelado
6124,650,2023-09-15,197.26,Tarjeta de crédito,Cancelado
6125,434,2023-07-10,282.81,Tarjeta de crédito,Pendiente
6126,282,2023-08-13,419.64,Transferencia,Pendiente
6127,4,2024-03-12,494.92,Efectivo,Cancelado
6128,658,2023-03-09,101.24,Tarjeta de crédito,Cancelado
6129,170,2024-05-02,48.7,Tarjeta de crédito,Cancelado
6130,270,2023-08-06,239.16,Efectivo,Entregado
6131,476,2023-05-29,129.44,Efectivo,Pendiente
6132,897,2023-10-20,38.75,Efectivo,Pendiente
6133,158,2024-07-28,489.01,Tarjeta de crédito,Pendiente
6134,485,2023-12-31,405.01,Tarjeta de crédito,Pendiente
6135,163,2024-01-04,146.88,Tarjeta de crédito,Pendiente
6136,977,2024-09-16,475.51,Tarjeta de crédito,Entregado
6137,402,2023-07-16,451.9,Tarjeta de crédito,Cancelado
6138,818,2023-09-12,121.23,Transferencia,Entregado
6139,955,2024-08-09,84.81,Tarjeta de crédito,Entregado
6140,22,2023-08-30,122.43,Efectivo,Entregado
6141,9,2024-02-15,376.1,Transferencia,Cancelado
6142,793,2023-12-04,491.38,Efectivo,Cancelado
6143,824,2023-01-18,408.18,Transferencia,Entregado
6144,308,2022-12-17,177.84,Transferencia,Cancelado
6145,489,2024-05-10,282.01,Transferencia,Pendiente
6146,328,2023-10-20,55.84,Tarjeta de crédito,Cancelado
6147,204,2024-05-10,125.29,Tarjeta de crédito,Entregado
6148,918,2024-08-18,163.42,Efectivo,Pendiente
6149,268,2024-02-11,256.69,Efectivo,Pendiente
6150,593,2022-10-21,120.73,Tarjeta de crédito,Cancelado
6151,440,2023-09-04,335.7,Efectivo,Entregado
6152,974,2023-06-30,291.53,Tarjeta de crédito,Cancelado
6153,814,2023-11-08,429.75,Tarjeta de crédito,Pendiente
6154,969,2024-06-02,474.47,Transferencia,Cancelado
6155,164,2023-01-14,231.54,Tarjeta de crédito,Cancelado
6156,218,2023-06-08,292.92,Transferencia,Cancelado
6157,416,2024-04-15,254.91,Efectivo,Cancelado
6158,658,2023-09-03,259.54,Tarjeta de crédito,Cancelado
6159,764,2023-02-08,155.43,Transferencia,Cancelado
6160,821,2024-07-07,253.44,Efectivo,Entregado
6161,7,2022-11-03,178.41,Efectivo,Pendiente
6162,418,2023-07-25,38.15,Transferencia,Entregado
6163,665,2022-10-15,499.21,Transferencia,Entregado
6164,970,2023-08-27,377.64,Transferencia,Pendiente
6165,307,2023-10-05,135.2,Transferencia,Entregado
6166,53,2024-08-26,135.28,Tarjeta de crédito,Cancelado
6167,426,2024-09-02,495.46,Efectivo,Entregado
6168,646,2022-12-19,249.63,Efectivo,Entregado
6169,844,2023-10-02,266.66,Transferencia,Entregado
6170,684,2023-01-29,306.54,Efectivo,Entregado
6171,260,2024-10-05,113.14,Tarjeta de crédito,Cancelado
6172,728,2024-05-09,216.14,Transferencia,Pendiente
6173,343,2023-12-23,241.59,Efectivo,Entregado
6174,535,2023-02-02,368.86,Transferencia,Pendiente
6175,144,2023-08-30,482.75,Tarjeta de crédito,Pendiente
6176,54,2024-08-04,191.18,Efectivo,Cancelado
6177,79,2023-05-30,320.36,Transferencia,Pendiente
6178,329,2023-01-01,370.27,Tarjeta de crédito,Pendiente
6179,839,2023-08-05,75.48,Tarjeta de crédito,Pendiente
6180,569,2022-11-12,122.58,Tarjeta de crédito,Entregado
6181,538,2022-11-20,415.58,Tarjeta de crédito,Pendiente
6182,347,2023-05-10,437.89,Tarjeta de crédito,Pendiente
6183,281,2022-10-13,335.1,Efectivo,Cancelado
6184,51,2024-02-13,88.62,Tarjeta de crédito,Pendiente
6185,155,2022-11-20,378.64,Efectivo,Entregado
6186,623,2024-04-18,174.75,Transferencia,Pendiente
6187,98,2022-11-18,189.21,Transferencia,Cancelado
6188,140,2024-04-06,487.32,Tarjeta de crédito,Entregado
6189,817,2023-03-20,339.68,Efectivo,Cancelado
6190,289,2023-07-25,448.18,Efectivo,Entregado
6191,246,2024-02-26,496.37,Efectivo,Cancelado
6192,99,2024-09-10,255.89,Transferencia,Entregado
6193,334,2023-08-18,247.84,Tarjeta de crédito,Entregado
6194,474,2023-09-29,203.76,Transferencia,Entregado
6195,784,2023-09-26,308.19,Efectivo,Cancelado
6196,91,2023-02-05,81.91,Transferencia,Pendiente
6197,269,2023-06-18,69.41,Efectivo,Pendiente
6198,156,2024-04-05,243.89,Tarjeta de crédito,Entregado
6199,479,2023-03-10,105.02,Tarjeta de crédito,Entregado
6200,939,2024-02-17,304.06,Transferencia,Pendiente
6201,287,2023-06-03,88.92,Transferencia,Entregado
6202,38,2022-11-02,233.45,Efectivo,Entregado
6203,171,2024-08-03,215.29,Efectivo,Cancelado
6204,517,2023-09-21,308.18,Tarjeta de crédito,Entregado
6205,226,2023-05-16,232.07,Efectivo,Entregado
6206,653,2024-04-15,198.78,Efectivo,Entregado
6207,903,2024-10-12,40.17,Tarjeta de crédito,Pendiente
6208,104,2024-06-14,34.89,Transferencia,Pendiente
6209,111,2022-12-23,170.65,Efectivo,Pendiente
6210,287,2024-01-05,96.94,Transferencia,Pendiente
6211,155,2023-07-04,479.22,Tarjeta de crédito,Entregado
6212,558,2022-10-17,422.31,Efectivo,Entregado
6213,283,2024-04-17,318.09,Efectivo,Entregado
6214,944,2024-07-18,71.45,Efectivo,Entregado
6215,463,2024-04-25,372.67,Transferencia,Cancelado
6216,989,2022-11-10,185.68,Transferencia,Cancelado
6217,69,2023-12-21,420.72,Efectivo,Cancelado
6218,342,2024-09-24,275.9,Tarjeta de crédito,Entregado
6219,200,2024-04-14,28.84,Tarjeta de crédito,Entregado
6220,763,2023-09-20,218.67,Efectivo,Entregado
6221,518,2022-10-15,282.1,Transferencia,Entregado
6222,774,2024-07-24,29.61,Tarjeta de crédito,Cancelado
6223,768,2024-03-04,485.59,Tarjeta de crédito,Cancelado
6224,114,2024-03-29,99.43,Efectivo,Pendiente
6225,263,2023-09-22,355.76,Tarjeta de crédito,Cancelado
6226,434,2022-12-22,279.72,Efectivo,Entregado
6227,980,2024-04-03,90.08,Efectivo,Cancelado
6228,184,2023-04-05,319.44,Efectivo,Cancelado
6229,902,2024-02-05,233.61,Tarjeta de crédito,Pendiente
6230,851,2023-12-23,304.38,Transferencia,Pendiente
6231,345,2023-05-17,117.4,Efectivo,Entregado
6232,202,2023-01-28,227.01,Transferencia,Cancelado
6233,80,2023-01-29,470.16,Efectivo,Pendiente
6234,654,2024-01-31,385.64,Efectivo,Entregado
6235,756,2024-03-31,223.07,Tarjeta de crédito,Entregado
6236,473,2023-06-30,80.31,Tarjeta de crédito,Cancelado
6237,112,2023-05-26,180.47,Efectivo,Pendiente
6238,921,2023-08-15,267.31,Transferencia,Entregado
6239,896,2023-11-21,324.19,Efectivo,Entregado
6240,134,2023-06-17,231.54,Efectivo,Entregado
6241,383,2022-10-20,237.29,Tarjeta de crédito,Pendiente
6242,973,2024-04-20,467.95,Efectivo,Entregado
6243,361,2024-05-23,312.37,Transferencia,Entregado
6244,775,2024-09-24,82.97,Transferencia,Entregado
6245,630,2024-04-15,37.93,Efectivo,Cancelado
6246,268,2024-02-18,322.91,Efectivo,Cancelado
6247,785,2024-03-28,67.93,Transferencia,Pendiente
6248,801,2023-09-16,490.69,Efectivo,Pendiente
6249,857,2023-09-02,472.39,Transferencia,Cancelado
6250,460,2022-12-01,465.13,Transferencia,Entregado
6251,220,2023-07-26,331.66,Efectivo,Pendiente
6252,838,2023-12-20,416.92,Transferencia,Pendiente
6253,495,2024-04-28,239.53,Tarjeta de crédito,Cancelado
6254,879,2024-02-27,300.13,Transferencia,Pendiente
6255,352,2023-03-04,414.86,Tarjeta de crédito,Pendiente
6256,866,2023-05-28,68.18,Tarjeta de crédito,Entregado
6257,382,2023-02-16,434.6,Tarjeta de crédito,Entregado
6258,615,2023-04-17,342.37,Tarjeta de crédito,Pendiente
6259,85,2024-10-02,466.71,Transferencia,Cancelado
6260,55,2024-07-28,187.79,Efectivo,Cancelado
6261,132,2024-03-11,481.39,Efectivo,Entregado
6262,418,2023-01-21,234.58,Efectivo,Cancelado
6263,497,2023-03-23,276.01,Efectivo,Entregado
6264,929,2024-02-24,72.98,Tarjeta de crédito,Entregado
6265,137,2024-05-28,233.18,Efectivo,Cancelado
6266,216,2023-12-18,38.81,Tarjeta de crédito,Entregado
6267,181,2024-08-31,340.9,Tarjeta de crédito,Pendiente
6268,491,2024-04-14,440.8,Tarjeta de crédito,Entregado
6269,849,2024-09-07,67.69,Tarjeta de crédito,Entregado
6270,296,2023-11-08,65.62,Transferencia,Entregado
6271,838,2023-05-05,494.78,Transferencia,Cancelado
6272,15,2024-02-13,56.14,Transferencia,Entregado
6273,456,2024-06-19,461.04,Transferencia,Entregado
6274,630,2024-05-12,411.99,Transferencia,Entregado
6275,359,2023-11-24,50.6,Tarjeta de crédito,Entregado
6276,799,2024-05-15,420.01,Efectivo,Entregado
6277,276,2023-12-06,22.48,Transferencia,Pendiente
6278,81,2024-07-23,73.09,Efectivo,Cancelado
6279,978,2024-05-18,219.25,Tarjeta de crédito,Pendiente
6280,273,2023-10-23,214.21,Efectivo,Cancelado
6281,302,2024-01-10,453.6,Tarjeta de crédito,Pendiente
6282,252,2024-04-12,119.66,Transferencia,Pendiente
6283,957,2024-05-30,298.73,Efectivo,Entregado
6284,256,2023-12-31,35.53,Transferencia,Entregado
6285,335,2024-08-03,233.19,Transferencia,Entregado
6286,375,2024-05-19,285.62,Efectivo,Cancelado
6287,472,2024-04-22,308.91,Tarjeta de crédito,Pendiente
6288,674,2024-08-16,106.9,Tarjeta de crédito,Cancelado
6289,701,2023-05-11,445.95,Transferencia,Entregado
6290,552,2023-01-24,433.18,Efectivo,Pendiente
6291,938,2023-01-01,85.44,Transferencia,Cancelado
6292,915,2023-01-04,89.56,Tarjeta de crédito,Pendiente
6293,896,2023-06-11,138.31,Efectivo,Cancelado
6294,927,2024-07-08,122.69,Tarjeta de crédito,Entregado
6295,460,2023-10-26,134.68,Efectivo,Entregado
6296,49,2023-04-06,491.76,Tarjeta de crédito,Cancelado
6297,828,2024-01-28,98.25,Efectivo,Cancelado
6298,51,2023-10-18,251.49,Efectivo,Cancelado
6299,93,2023-02-28,393.85,Tarjeta de crédito,Entregado
6300,473,2023-11-26,393.19,Efectivo,Entregado
6301,353,2024-04-09,337.96,Transferencia,Pendiente
6302,18,2024-05-19,124.55,Transferencia,Cancelado
6303,487,2023-01-31,382.64,Tarjeta de crédito,Entregado
6304,942,2024-01-21,159.95,Tarjeta de crédito,Cancelado
6305,822,2022-10-19,185.46,Efectivo,Entregado
6306,532,2023-08-01,245.59,Efectivo,Entregado
6307,183,2024-01-11,216.59,Transferencia,Entregado
6308,775,2024-04-25,326.78,Tarjeta de crédito,Cancelado
6309,684,2023-06-24,203.98,Efectivo,Entregado
6310,271,2023-10-29,30.24,Efectivo,Pendiente
6311,181,2023-06-20,421.24,Efectivo,Entregado
6312,682,2023-09-12,142.06,Transferencia,Entregado
6313,841,2023-10-13,226.67,Efectivo,Pendiente
6314,589,2023-03-18,393.79,Transferencia,Pendiente
6315,831,2024-02-24,361.87,Efectivo,Cancelado
6316,750,2024-07-13,337.06,Tarjeta de crédito,Entregado
6317,224,2022-11-22,478.88,Tarjeta de crédito,Pendiente
6318,317,2024-07-21,338.77,Efectivo,Pendiente
6319,869,2024-03-31,265.01,Tarjeta de crédito,Cancelado
6320,499,2023-10-26,136.97,Efectivo,Pendiente
6321,805,2023-10-08,477.6,Transferencia,Pendiente
6322,136,2023-01-04,451.95,Efectivo,Pendiente
6323,500,2024-10-05,400.65,Transferencia,Cancelado
6324,886,2023-10-30,20.5,Tarjeta de crédito,Pendiente
6325,219,2024-08-18,157.2,Transferencia,Pendiente
6326,818,2023-03-03,103.71,Efectivo,Entregado
6327,441,2022-11-24,332.36,Tarjeta de crédito,Cancelado
6328,178,2022-10-15,328.58,Efectivo,Entregado
6329,755,2024-10-05,372.81,Transferencia,Pendiente
6330,473,2023-05-21,132.78,Efectivo,Entregado
6331,450,2023-09-02,224.84,Transferencia,Cancelado
6332,143,2022-11-17,115.86,Tarjeta de crédito,Entregado
6333,835,2024-03-17,255.4,Efectivo,Pendiente
6334,282,2022-11-14,99.28,Efectivo,Entregado
6335,877,2023-02-16,479.22,Tarjeta de crédito,Cancelado
6336,844,2024-10-08,162.94,Transferencia,Pendiente
6337,910,2023-11-11,237.37,Efectivo,Cancelado
6338,927,2024-03-02,33.86,Transferencia,Pendiente
6339,522,2023-06-02,121.4,Efectivo,Pendiente
6340,10,2024-01-28,439.14,Tarjeta de crédito,Entregado
